Query_ID,Timestamp,Region,Customer_Type,Category,Query_Text,Resolution_Time_Hours,Escalated
451,2025-10-28 11:38:25.227568,Mashonaland East,Commercial,Payment Failure,Payment made but account not reconnected.,31,No
452,2025-09-27 20:34:25.227568,Matabeleland North,Commercial,Bouquet Upgrade,Customer wants to upgrade bouquet.,49,No
453,2025-11-12 02:19:25.227568,Mashonaland East,Residential,Payment Failure,Payment made but account not reconnected.,30,No
454,2025-11-05 10:33:25.227568,Matabeleland North,Residential,Subscription Renewal,Customer requesting subscription renewal.,56,Yes
455,2025-10-21 22:35:25.227568,Midlands,Commercial,Signal Loss,Poor signal reception reported.,44,No
456,2025-11-10 23:31:25.227568,Midlands,Residential,Account Suspension,Account suspended despite payment.,31,No
457,2025-10-15 02:54:25.227568,Midlands,Residential,Signal Loss,Poor signal reception reported.,15,Yes
458,2025-11-11 15:24:25.227568,Mashonaland Central,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,37,No
459,2025-11-04 10:09:25.227568,Masvingo,Residential,Decoder Fault,Decoder rebooting or not powering on.,21,Yes
460,2025-10-05 04:35:25.227568,Harare,Residential,Payment Failure,Payment made but account not reconnected.,59,No
461,2025-10-08 16:00:25.227568,Harare,Residential,Payment Failure,Payment made but account not reconnected.,34,No
462,2025-10-16 23:42:25.227568,Mashonaland West,Commercial,Subscription Renewal,Customer requesting subscription renewal.,6,No
463,2025-10-21 00:58:25.227568,Mashonaland Central,Residential,Payment Failure,Payment made but account not reconnected.,71,No
464,2025-11-12 23:15:25.227568,Matabeleland South,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,38,No
465,2025-12-03 22:34:25.227568,Manicaland,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,54,No
466,2025-10-12 06:01:25.227568,Harare,Residential,Signal Loss,Poor signal reception reported.,2,No
467,2025-09-17 22:28:25.227568,Midlands,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,58,No
468,2025-10-20 02:59:25.227568,Bulawayo,Residential,Account Suspension,Account suspended despite payment.,41,No
469,2025-10-10 10:48:25.227568,Midlands,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,1,No
470,2025-11-01 06:12:25.227568,Masvingo,Commercial,Payment Failure,Payment made but account not reconnected.,64,No
471,2025-11-14 11:20:25.227568,Matabeleland South,Residential,Subscription Renewal,Customer requesting subscription renewal.,30,No
472,2025-11-05 17:38:25.227568,Mashonaland East,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,71,No
473,2025-10-09 13:29:25.227568,Mashonaland East,Residential,Signal Loss,Poor signal reception reported.,28,Yes
474,2025-10-04 13:15:25.227568,Matabeleland North,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,36,No
475,2025-10-29 11:40:25.227568,Matabeleland North,Commercial,E16 Error,Customer experiencing E16 error; channels not showing.,67,No
476,2025-11-03 13:15:25.227568,Manicaland,Residential,Payment Failure,Payment made but account not reconnected.,64,No
477,2025-09-23 15:00:25.227568,Mashonaland West,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,49,No
478,2025-10-15 07:32:25.227568,Matabeleland South,Residential,Signal Loss,Poor signal reception reported.,57,Yes
479,2025-11-10 14:01:25.227568,Matabeleland South,Residential,Subscription Renewal,Customer requesting subscription renewal.,34,No
480,2025-10-25 06:50:25.227568,Matabeleland South,Residential,Subscription Renewal,Customer requesting subscription renewal.,2,No
481,2025-11-11 22:37:25.227568,Masvingo,Commercial,Account Suspension,Account suspended despite payment.,51,No
482,2025-10-20 20:58:25.227568,Matabeleland North,Residential,Signal Loss,Poor signal reception reported.,25,Yes
483,2025-09-24 11:05:25.227568,Masvingo,Residential,Payment Failure,Payment made but account not reconnected.,51,No
484,2025-12-07 11:47:25.227568,Mashonaland East,Residential,Account Suspension,Account suspended despite payment.,71,Yes
485,2025-10-11 13:34:25.227568,Mashonaland East,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,60,No
486,2025-11-02 16:41:25.227568,Mashonaland Central,Residential,Signal Loss,Poor signal reception reported.,41,Yes
487,2025-11-02 16:35:25.227568,Matabeleland South,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,50,No
488,2025-10-19 11:29:25.227568,Mashonaland Central,Residential,Payment Failure,Payment made but account not reconnected.,17,Yes
489,2025-09-30 09:17:25.227568,Bulawayo,Residential,Signal Loss,Poor signal reception reported.,5,No
490,2025-10-21 10:04:25.227568,Mashonaland Central,Residential,Signal Loss,Poor signal reception reported.,55,Yes
491,2025-11-01 15:36:25.227568,Bulawayo,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,21,No
492,2025-09-19 00:43:25.227568,Harare,Residential,Subscription Renewal,Customer requesting subscription renewal.,70,No
493,2025-11-24 22:19:25.227568,Manicaland,Commercial,Payment Failure,Payment made but account not reconnected.,41,No
494,2025-09-23 07:24:25.227568,Manicaland,Residential,Decoder Fault,Decoder rebooting or not powering on.,19,No
495,2025-09-18 23:37:25.227568,Bulawayo,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,7,No
496,2025-10-03 10:26:25.227568,Mashonaland East,Residential,Signal Loss,Poor signal reception reported.,26,No
497,2025-11-12 19:31:25.227568,Mashonaland West,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,55,No
498,2025-09-20 10:52:25.227568,Mashonaland West,Residential,Subscription Renewal,Customer requesting subscription renewal.,58,No
499,2025-11-21 04:54:25.227568,Harare,Commercial,Subscription Renewal,Customer requesting subscription renewal.,4,No
500,2025-11-25 09:38:25.227568,Mashonaland East,Residential,Account Suspension,Account suspended despite payment.,1,Yes
501,2025-12-14 04:00:25.227568,Manicaland,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,27,No
502,2025-10-26 11:25:25.227568,Matabeleland South,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,33,No
503,2025-11-17 10:43:25.227568,Mashonaland Central,Commercial,Signal Loss,Poor signal reception reported.,17,No
504,2025-11-18 09:30:25.227568,Manicaland,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,40,No
505,2025-11-11 09:55:25.227568,Mashonaland West,Residential,Decoder Fault,Decoder rebooting or not powering on.,63,No
506,2025-10-24 07:01:25.227568,Bulawayo,Residential,Payment Failure,Payment made but account not reconnected.,8,Yes
507,2025-10-29 09:36:25.227568,Harare,Residential,Payment Failure,Payment made but account not reconnected.,68,No
508,2025-10-08 03:50:25.227568,Bulawayo,Residential,Account Suspension,Account suspended despite payment.,61,Yes
509,2025-10-09 03:00:25.227568,Matabeleland North,Residential,Subscription Renewal,Customer requesting subscription renewal.,53,No
510,2025-11-11 19:11:25.227568,Mashonaland East,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,70,No
511,2025-11-06 15:16:25.227568,Bulawayo,Residential,Decoder Fault,Decoder rebooting or not powering on.,21,Yes
512,2025-09-27 15:03:25.227568,Matabeleland South,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,38,No
513,2025-11-09 15:02:25.227568,Mashonaland Central,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,63,No
514,2025-11-27 14:52:25.227568,Mashonaland West,Residential,Decoder Fault,Decoder rebooting or not powering on.,32,No
515,2025-10-25 08:59:25.227568,Manicaland,Residential,Signal Loss,Poor signal reception reported.,21,No
516,2025-10-13 09:35:25.227568,Matabeleland South,Commercial,Subscription Renewal,Customer requesting subscription renewal.,59,No
517,2025-09-28 12:23:25.227568,Manicaland,Residential,Payment Failure,Payment made but account not reconnected.,31,Yes
518,2025-10-29 01:13:25.227568,Midlands,Commercial,Bouquet Upgrade,Customer wants to upgrade bouquet.,51,No
519,2025-09-26 06:13:25.227568,Matabeleland North,Residential,Subscription Renewal,Customer requesting subscription renewal.,39,No
520,2025-10-01 08:06:25.227568,Mashonaland West,Residential,Account Suspension,Account suspended despite payment.,34,Yes
521,2025-11-09 10:52:25.227568,Mashonaland West,Residential,Payment Failure,Payment made but account not reconnected.,22,No
522,2025-11-09 03:45:25.227568,Mashonaland East,Residential,Account Suspension,Account suspended despite payment.,54,No
523,2025-11-15 11:57:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,25,No
524,2025-09-16 02:13:25.227568,Matabeleland South,Residential,Signal Loss,Poor signal reception reported.,43,Yes
525,2025-10-08 22:00:25.227568,Manicaland,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,39,No
526,2025-10-17 00:10:25.227568,Mashonaland West,Residential,Subscription Renewal,Customer requesting subscription renewal.,24,No
527,2025-10-29 13:30:25.227568,Matabeleland South,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,9,Yes
528,2025-11-30 14:42:25.227568,Bulawayo,Residential,Account Suspension,Account suspended despite payment.,58,Yes
529,2025-10-12 23:31:25.227568,Bulawayo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,5,No
530,2025-12-10 20:49:25.227568,Matabeleland South,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,19,Yes
531,2025-10-20 05:40:25.227568,Harare,Commercial,Decoder Fault,Decoder rebooting or not powering on.,71,No
532,2025-11-19 09:12:25.227568,Mashonaland East,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,24,No
533,2025-11-06 12:29:25.227568,Matabeleland North,Residential,Signal Loss,Poor signal reception reported.,17,No
534,2025-12-13 08:05:25.227568,Manicaland,Residential,Signal Loss,Poor signal reception reported.,58,No
535,2025-11-06 20:13:25.227568,Matabeleland South,Residential,Payment Failure,Payment made but account not reconnected.,17,No
536,2025-10-05 08:54:25.227568,Mashonaland Central,Residential,Payment Failure,Payment made but account not reconnected.,23,Yes
537,2025-09-30 07:14:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,53,No
538,2025-10-12 11:09:25.227568,Bulawayo,Residential,Payment Failure,Payment made but account not reconnected.,57,No
539,2025-12-08 13:52:25.227568,Masvingo,Commercial,Subscription Renewal,Customer requesting subscription renewal.,35,No
540,2025-11-27 23:57:25.227568,Manicaland,Residential,Signal Loss,Poor signal reception reported.,35,Yes
541,2025-11-23 14:36:25.227568,Masvingo,Residential,Payment Failure,Payment made but account not reconnected.,12,Yes
542,2025-11-02 13:48:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,7,No
543,2025-11-23 12:16:25.227568,Mashonaland West,Residential,Account Suspension,Account suspended despite payment.,37,Yes
544,2025-09-20 06:43:25.227568,Midlands,Residential,Decoder Fault,Decoder rebooting or not powering on.,66,No
545,2025-09-30 20:09:25.227568,Mashonaland East,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,9,No
546,2025-10-31 11:07:25.227568,Mashonaland East,Residential,Account Suspension,Account suspended despite payment.,40,No
547,2025-11-06 15:02:25.227568,Midlands,Residential,Decoder Fault,Decoder rebooting or not powering on.,50,Yes
548,2025-11-14 13:48:25.227568,Manicaland,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,40,No
549,2025-11-07 15:23:25.227568,Matabeleland North,Residential,Subscription Renewal,Customer requesting subscription renewal.,58,No
550,2025-11-11 04:14:25.227568,Masvingo,Residential,Signal Loss,Poor signal reception reported.,31,No
551,2025-11-08 08:01:25.227568,Mashonaland Central,Residential,Payment Failure,Payment made but account not reconnected.,49,No
552,2025-09-19 08:12:25.227568,Mashonaland Central,Residential,Subscription Renewal,Customer requesting subscription renewal.,26,No
553,2025-11-19 06:52:25.227568,Mashonaland East,Commercial,Payment Failure,Payment made but account not reconnected.,40,Yes
554,2025-11-20 06:27:25.227568,Midlands,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,42,No
555,2025-11-28 23:03:25.227568,Matabeleland North,Residential,Signal Loss,Poor signal reception reported.,34,No
556,2025-10-05 00:42:25.227568,Midlands,Residential,Payment Failure,Payment made but account not reconnected.,19,Yes
557,2025-11-26 22:59:25.227568,Midlands,Residential,Decoder Fault,Decoder rebooting or not powering on.,15,No
558,2025-11-26 15:22:25.227568,Masvingo,Residential,Payment Failure,Payment made but account not reconnected.,12,No
559,2025-11-16 07:12:25.227568,Matabeleland South,Residential,Signal Loss,Poor signal reception reported.,11,Yes
560,2025-10-06 00:35:25.227568,Bulawayo,Residential,Account Suspension,Account suspended despite payment.,19,No
561,2025-11-12 20:46:25.227568,Mashonaland West,Residential,Signal Loss,Poor signal reception reported.,1,No
562,2025-09-29 20:44:25.227568,Matabeleland North,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,57,No
563,2025-11-18 21:23:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,69,No
564,2025-10-31 20:16:25.227568,Midlands,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,54,Yes
565,2025-09-16 09:46:25.227568,Manicaland,Residential,Subscription Renewal,Customer requesting subscription renewal.,46,No
566,2025-10-20 09:18:25.227568,Bulawayo,Residential,Account Suspension,Account suspended despite payment.,29,Yes
567,2025-10-26 23:05:25.227568,Matabeleland South,Residential,Account Suspension,Account suspended despite payment.,14,No
568,2025-11-17 18:31:25.227568,Masvingo,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,61,No
569,2025-10-04 20:50:25.227568,Matabeleland North,Residential,Subscription Renewal,Customer requesting subscription renewal.,62,No
570,2025-11-05 06:13:25.227568,Mashonaland East,Residential,Signal Loss,Poor signal reception reported.,19,Yes
571,2025-10-17 10:49:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,37,No
572,2025-10-14 11:37:25.227568,Bulawayo,Residential,Account Suspension,Account suspended despite payment.,46,Yes
573,2025-12-14 02:48:25.227568,Mashonaland East,Residential,Decoder Fault,Decoder rebooting or not powering on.,39,Yes
574,2025-11-24 13:43:25.227568,Mashonaland Central,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,24,No
575,2025-10-24 04:09:25.227568,Matabeleland South,Commercial,E16 Error,Customer experiencing E16 error; channels not showing.,56,No
576,2025-10-02 18:27:25.227568,Matabeleland South,Residential,Signal Loss,Poor signal reception reported.,57,Yes
577,2025-11-25 14:05:25.227568,Mashonaland Central,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,35,No
578,2025-12-11 01:35:25.227568,Mashonaland Central,Residential,Subscription Renewal,Customer requesting subscription renewal.,66,No
579,2025-09-23 03:46:25.227568,Matabeleland North,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,29,No
580,2025-09-25 14:12:25.227568,Midlands,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,52,Yes
581,2025-12-09 18:10:25.227568,Midlands,Residential,Subscription Renewal,Customer requesting subscription renewal.,16,No
582,2025-09-20 23:23:25.227568,Harare,Commercial,Subscription Renewal,Customer requesting subscription renewal.,17,No
583,2025-11-10 08:05:25.227568,Mashonaland East,Residential,Decoder Fault,Decoder rebooting or not powering on.,1,No
584,2025-11-07 00:38:25.227568,Masvingo,Residential,Subscription Renewal,Customer requesting subscription renewal.,48,No
585,2025-11-15 00:28:25.227568,Mashonaland West,Residential,Account Suspension,Account suspended despite payment.,6,Yes
586,2025-12-13 14:58:25.227568,Mashonaland East,Residential,Decoder Fault,Decoder rebooting or not powering on.,37,No
587,2025-11-15 08:02:25.227568,Midlands,Commercial,Payment Failure,Payment made but account not reconnected.,28,Yes
588,2025-10-24 11:54:25.227568,Manicaland,Residential,Payment Failure,Payment made but account not reconnected.,27,No
589,2025-11-30 07:37:25.227568,Mashonaland East,Residential,Subscription Renewal,Customer requesting subscription renewal.,7,No
590,2025-09-20 10:29:25.227568,Mashonaland East,Residential,Decoder Fault,Decoder rebooting or not powering on.,2,No
591,2025-11-24 04:11:25.227568,Midlands,Residential,Subscription Renewal,Customer requesting subscription renewal.,65,No
592,2025-11-16 11:14:25.227568,Masvingo,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,45,No
593,2025-10-01 11:52:25.227568,Mashonaland East,Residential,Payment Failure,Payment made but account not reconnected.,20,No
594,2025-10-11 14:49:25.227568,Midlands,Residential,Account Suspension,Account suspended despite payment.,33,No
595,2025-10-28 08:49:25.227568,Midlands,Commercial,Signal Loss,Poor signal reception reported.,70,No
596,2025-10-24 21:14:25.227568,Mashonaland West,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,29,No
597,2025-10-20 02:56:25.227568,Mashonaland West,Residential,Account Suspension,Account suspended despite payment.,16,No
598,2025-10-31 07:10:25.227568,Mashonaland East,Commercial,E16 Error,Customer experiencing E16 error; channels not showing.,53,Yes
599,2025-10-03 20:51:25.227568,Manicaland,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,63,No
600,2025-12-06 04:50:25.227568,Mashonaland East,Residential,Decoder Fault,Decoder rebooting or not powering on.,42,Yes
601,2025-09-28 21:24:25.227568,Harare,Commercial,Account Suspension,Account suspended despite payment.,40,No
602,2025-11-29 14:07:25.227568,Mashonaland Central,Residential,Subscription Renewal,Customer requesting subscription renewal.,1,No
603,2025-11-01 02:12:25.227568,Mashonaland West,Commercial,Decoder Fault,Decoder rebooting or not powering on.,49,Yes
604,2025-11-28 09:35:25.227568,Mashonaland West,Residential,Decoder Fault,Decoder rebooting or not powering on.,54,Yes
605,2025-11-23 21:16:25.227568,Masvingo,Residential,Decoder Fault,Decoder rebooting or not powering on.,61,Yes
606,2025-10-14 09:44:25.227568,Bulawayo,Commercial,Subscription Renewal,Customer requesting subscription renewal.,30,No
607,2025-11-14 19:08:25.227568,Masvingo,Residential,Payment Failure,Payment made but account not reconnected.,15,No
608,2025-11-22 05:39:25.227568,Mashonaland East,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,9,Yes
609,2025-09-30 20:11:25.227568,Bulawayo,Residential,Payment Failure,Payment made but account not reconnected.,55,No
610,2025-09-24 02:25:25.227568,Matabeleland North,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,12,No
611,2025-11-11 08:17:25.227568,Midlands,Residential,Payment Failure,Payment made but account not reconnected.,27,Yes
612,2025-10-23 23:14:25.227568,Bulawayo,Residential,Subscription Renewal,Customer requesting subscription renewal.,58,No
613,2025-12-03 16:28:25.227568,Mashonaland East,Residential,Account Suspension,Account suspended despite payment.,41,No
614,2025-12-12 23:02:25.227568,Mashonaland East,Commercial,Payment Failure,Payment made but account not reconnected.,59,No
615,2025-12-08 02:27:25.227568,Mashonaland Central,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,64,No
616,2025-10-28 15:58:25.227568,Mashonaland West,Residential,Decoder Fault,Decoder rebooting or not powering on.,55,No
617,2025-11-22 23:57:25.227568,Mashonaland Central,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,51,No
618,2025-09-29 11:53:25.227568,Harare,Commercial,Signal Loss,Poor signal reception reported.,33,Yes
619,2025-11-25 01:24:25.227568,Harare,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,59,No
620,2025-09-20 00:20:25.227568,Matabeleland South,Residential,Payment Failure,Payment made but account not reconnected.,32,No
621,2025-10-28 13:13:25.227568,Masvingo,Residential,Payment Failure,Payment made but account not reconnected.,52,No
622,2025-11-19 00:47:25.227568,Harare,Residential,Decoder Fault,Decoder rebooting or not powering on.,14,Yes
623,2025-09-24 17:57:25.227568,Mashonaland Central,Residential,Payment Failure,Payment made but account not reconnected.,44,No
624,2025-10-12 10:46:25.227568,Mashonaland West,Commercial,Subscription Renewal,Customer requesting subscription renewal.,61,No
625,2025-10-03 22:34:25.227568,Manicaland,Residential,Signal Loss,Poor signal reception reported.,71,No
626,2025-11-26 00:28:25.227568,Manicaland,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,39,No
627,2025-09-20 01:48:25.227568,Manicaland,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,43,No
628,2025-11-23 20:43:25.227568,Mashonaland Central,Commercial,Account Suspension,Account suspended despite payment.,64,Yes
629,2025-11-26 07:06:25.227568,Bulawayo,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,65,No
630,2025-10-30 10:23:25.227568,Matabeleland North,Residential,Subscription Renewal,Customer requesting subscription renewal.,38,No
631,2025-10-26 01:25:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,37,No
632,2025-11-17 21:38:25.227568,Mashonaland Central,Residential,Payment Failure,Payment made but account not reconnected.,56,No
633,2025-09-22 14:18:25.227568,Midlands,Residential,Decoder Fault,Decoder rebooting or not powering on.,30,Yes
634,2025-10-14 10:33:25.227568,Harare,Residential,Subscription Renewal,Customer requesting subscription renewal.,60,No
635,2025-09-25 20:37:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,23,Yes
636,2025-09-16 19:38:25.227568,Manicaland,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,22,No
637,2025-10-28 11:36:25.227568,Bulawayo,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,36,No
638,2025-11-01 02:01:25.227568,Mashonaland East,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,8,No
639,2025-11-14 01:37:25.227568,Masvingo,Residential,Payment Failure,Payment made but account not reconnected.,18,Yes
640,2025-11-06 20:37:25.227568,Matabeleland North,Residential,Payment Failure,Payment made but account not reconnected.,26,Yes
641,2025-10-07 10:35:25.227568,Midlands,Residential,Decoder Fault,Decoder rebooting or not powering on.,8,No
642,2025-09-16 06:18:25.227568,Mashonaland East,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,38,Yes
643,2025-12-09 18:24:25.227568,Masvingo,Residential,Account Suspension,Account suspended despite payment.,64,Yes
644,2025-10-22 17:24:25.227568,Masvingo,Residential,Signal Loss,Poor signal reception reported.,31,No
645,2025-09-21 22:32:25.227568,Mashonaland East,Residential,Signal Loss,Poor signal reception reported.,54,Yes
646,2025-10-06 15:45:25.227568,Midlands,Residential,Decoder Fault,Decoder rebooting or not powering on.,2,No
647,2025-10-06 23:30:25.227568,Matabeleland South,Residential,Signal Loss,Poor signal reception reported.,51,Yes
648,2025-12-11 12:36:25.227568,Masvingo,Commercial,Account Suspension,Account suspended despite payment.,47,No
649,2025-09-23 20:31:25.227568,Mashonaland Central,Commercial,Subscription Renewal,Customer requesting subscription renewal.,12,No
650,2025-10-12 16:45:25.227568,Mashonaland West,Residential,Signal Loss,Poor signal reception reported.,38,No
651,2025-11-30 13:42:25.227568,Harare,Residential,Signal Loss,Poor signal reception reported.,51,No
652,2025-10-10 00:30:25.227568,Matabeleland South,Commercial,Account Suspension,Account suspended despite payment.,13,Yes
653,2025-10-10 12:28:25.227568,Manicaland,Residential,Decoder Fault,Decoder rebooting or not powering on.,12,No
654,2025-10-14 20:22:25.227568,Bulawayo,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,49,No
655,2025-11-27 13:20:25.227568,Masvingo,Commercial,Signal Loss,Poor signal reception reported.,29,No
656,2025-12-11 03:15:25.227568,Manicaland,Residential,Payment Failure,Payment made but account not reconnected.,38,Yes
657,2025-12-09 16:25:25.227568,Matabeleland South,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,42,No
658,2025-11-30 23:42:25.227568,Harare,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,49,No
659,2025-10-13 17:05:25.227568,Mashonaland Central,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,57,No
660,2025-10-05 07:47:25.227568,Mashonaland East,Residential,Subscription Renewal,Customer requesting subscription renewal.,26,No
661,2025-12-13 14:38:25.227568,Mashonaland West,Residential,Subscription Renewal,Customer requesting subscription renewal.,8,No
662,2025-12-09 20:36:25.227568,Harare,Residential,Subscription Renewal,Customer requesting subscription renewal.,51,No
663,2025-10-15 07:14:25.227568,Mashonaland East,Residential,Signal Loss,Poor signal reception reported.,40,No
664,2025-10-02 07:59:25.227568,Mashonaland Central,Residential,Subscription Renewal,Customer requesting subscription renewal.,61,No
665,2025-10-17 18:11:25.227568,Matabeleland North,Residential,Payment Failure,Payment made but account not reconnected.,39,No
666,2025-11-12 08:51:25.227568,Matabeleland North,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,48,No
667,2025-10-18 20:28:25.227568,Bulawayo,Residential,Signal Loss,Poor signal reception reported.,29,No
668,2025-10-31 19:39:25.227568,Mashonaland East,Residential,Signal Loss,Poor signal reception reported.,44,Yes
669,2025-10-19 06:47:25.227568,Harare,Commercial,E16 Error,Customer experiencing E16 error; channels not showing.,15,No
670,2025-11-23 13:17:25.227568,Masvingo,Residential,Decoder Fault,Decoder rebooting or not powering on.,47,No
671,2025-09-22 18:46:25.227568,Midlands,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,3,No
672,2025-11-09 05:11:25.227568,Midlands,Residential,Subscription Renewal,Customer requesting subscription renewal.,24,No
673,2025-10-08 21:44:25.227568,Bulawayo,Residential,Subscription Renewal,Customer requesting subscription renewal.,58,No
674,2025-09-30 06:53:25.227568,Mashonaland Central,Residential,Decoder Fault,Decoder rebooting or not powering on.,45,No
675,2025-09-27 16:24:25.227568,Mashonaland West,Residential,Subscription Renewal,Customer requesting subscription renewal.,60,No
676,2025-12-12 15:06:25.227568,Mashonaland East,Commercial,Payment Failure,Payment made but account not reconnected.,16,No
677,2025-09-22 08:59:25.227568,Matabeleland South,Residential,Payment Failure,Payment made but account not reconnected.,6,Yes
678,2025-11-01 02:36:25.227568,Matabeleland North,Residential,Account Suspension,Account suspended despite payment.,50,No
679,2025-10-10 19:44:25.227568,Midlands,Residential,Payment Failure,Payment made but account not reconnected.,45,No
680,2025-11-14 17:41:25.227568,Manicaland,Residential,Account Suspension,Account suspended despite payment.,69,Yes
681,2025-09-24 11:59:25.227568,Manicaland,Residential,Account Suspension,Account suspended despite payment.,9,Yes
682,2025-11-22 20:31:25.227568,Manicaland,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,36,No
683,2025-11-10 11:43:25.227568,Masvingo,Commercial,Subscription Renewal,Customer requesting subscription renewal.,39,No
684,2025-10-10 03:52:25.227568,Masvingo,Commercial,Signal Loss,Poor signal reception reported.,36,Yes
685,2025-11-21 22:49:25.227568,Harare,Residential,Decoder Fault,Decoder rebooting or not powering on.,18,No
686,2025-12-07 04:23:25.227568,Manicaland,Residential,Payment Failure,Payment made but account not reconnected.,30,No
687,2025-10-15 09:23:25.227568,Mashonaland Central,Residential,Signal Loss,Poor signal reception reported.,68,Yes
688,2025-11-05 00:47:25.227568,Midlands,Residential,Signal Loss,Poor signal reception reported.,2,No
689,2025-12-02 11:04:25.227568,Bulawayo,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,58,No
690,2025-10-03 06:39:25.227568,Harare,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,52,No
691,2025-10-29 21:22:25.227568,Mashonaland Central,Residential,Signal Loss,Poor signal reception reported.,65,Yes
692,2025-12-03 22:19:25.227568,Harare,Residential,Decoder Fault,Decoder rebooting or not powering on.,50,No
693,2025-09-26 19:08:25.227568,Harare,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,19,Yes
694,2025-10-17 20:44:25.227568,Matabeleland North,Residential,Payment Failure,Payment made but account not reconnected.,45,No
695,2025-10-02 21:23:25.227568,Bulawayo,Residential,Decoder Fault,Decoder rebooting or not powering on.,19,No
696,2025-09-26 04:59:25.227568,Masvingo,Residential,Payment Failure,Payment made but account not reconnected.,69,No
697,2025-10-28 18:17:25.227568,Mashonaland West,Residential,Subscription Renewal,Customer requesting subscription renewal.,63,No
698,2025-10-12 13:57:25.227568,Bulawayo,Residential,Payment Failure,Payment made but account not reconnected.,41,No
699,2025-11-08 14:32:25.227568,Masvingo,Residential,Signal Loss,Poor signal reception reported.,69,Yes
700,2025-12-11 04:55:25.227568,Matabeleland North,Commercial,Signal Loss,Poor signal reception reported.,23,No
701,2025-10-12 23:17:25.227568,Matabeleland South,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,39,No
